source_kind	source_index	source_key	parameter_monomial	coefficient_exact
FIRST	4	('X-2', 4)	(119,)	"(('6777804539792/7025*V^15*U^7 - 66467297115648/1405*V^13*U^10 + 5228736777045056/7025*V^11*U^13 - 38159691343762208/7025*V^9*U^16 + 143758567996546272/7025*V^7*U^19 - 277741788469464704/7025*V^5*U^22 + 49032621786948096/1405*V^3*U^25 - 72474952348981248/7025*V*U^28', '1'), ('-501954392368/281*V^15*U^7 + 24612359016960/281*V^13*U^10 - 387232676357824/281*V^11*U^13 + 2826051499265632/281*V^9*U^16 - 10646551434576288/281*V^7*U^19 + 20569154782777216/281*V^5*U^22 - 18156424938769920/281*V^3*U^25 + 5367390053025792/281*V*U^28', '1'), ('2079286217294/1405*V^15*U^7 - 20390752489536/281*V^13*U^10 + 1604065188150392/1405*V^11*U^13 - 11706581357052956/1405*V^9*U^16 + 44102069821906404/1405*V^7*U^19 - 85205271019642928/1405*V^5*U^22 + 15042165066996672/281*V^3*U^25 - 22233773286548736/1405*V*U^28', '1'), ('-931374954796/1405*V^15*U^7 + 9133632503424/281*V^13*U^10 - 718509135335728/1405*V^11*U^13 + 5243730560783704/1405*V^9*U^16 - 19754646063226536/1405*V^7*U^19 + 38166008500541152/1405*V^5*U^22 - 6737839020325248/281*V^3*U^25 + 9959177056756224/1405*V*U^28', '1'), ('224601258024/1405*V^15*U^7 - 2202577318656/281*V^13*U^10 + 173268622768032/1405*V^11*U^13 - 1264526681360976/1405*V^9*U^16 + 4763836878769584/1405*V^7*U^19 - 9203740640474688/1405*V^5*U^22 + 1624831237446912/281*V^3*U^25 - 2401657554041856/1405*V*U^28', '1'), ('-118083046224/7025*V^15*U^7 + 1157994579456/1405*V^13*U^10 - 91095156685632/7025*V^11*U^13 + 664818905647776/7025*V^9*U^16 - 2504564646290784/7025*V^7*U^19 + 4838822992553088/7025*V^5*U^22 - 854247317248512/1405*V^3*U^25 + 1262660069062656/7025*V*U^28', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))"
FIRST	4	('X-2', 4)	(120,)	"(('20916482210624/7025*V^14*U^8 - 513084385816288/7025*V^12*U^11 + 5995835151473024/7025*V^10*U^14 - 38434102061854928/7025*V^8*U^17 + 134276285085109024/7025*V^6*U^20 - 238520111948683136/7025*V^4*U^23 + 180033433965884928/7025*V^2*U^26 - 39201257640450048/7025*U^29', '1'), ('-1549044392896/281*V^14*U^8 + 37998286849952/281*V^12*U^11 - 444042871482496/281*V^10*U^14 + 2846373959798512/281*V^8*U^17 - 9944307289126496/281*V^6*U^20 + 17664454198678144/281*V^4*U^23 - 13333015495168512/281*V^2*U^26 + 2903188391380992/281*U^29', '1'), ('6416731689368/1405*V^14*U^8 - 157403372356516/1405*V^12*U^11 + 1839394647401168/1405*V^10*U^14 - 11790764726558246/1405*V^8*U^17 + 41193107185040668/1405*V^6*U^20 - 73172895206791952/1405*V^4*U^23 + 55230426858674496/1405*V^2*U^26 - 12026111734830336/1405*U^29', '1'), ('-2874247488112/1405*V^14*U^8 + 70505713736744/1405*V^12*U^11 - 823920291649312/1405*V^10*U^14 + 5281438828801564/1405*V^8*U^17 - 18451634038292312/1405*V^6*U^20 + 32776344785380768/1405*V^4*U^23 - 24739372526504064/1405*V^2*U^26 + 5386857845850624/1405*U^29', '1'), ('693125360928/1405*V^14*U^8 - 17002467074736/1405*V^12*U^11 + 198688544353728/1405*V^10*U^14 - 1273620037791816/1405*V^8*U^17 + 4449615266395728/1405*V^6*U^20 - 7904022149529792/1405*V^4*U^23 + 5965904669826816/1405*V^2*U^26 - 1299041854995456/1405*U^29', '1'), ('-364407371328/7025*V^14*U^8 + 8938966429536/7025*V^12*U^11 - 104459559904128/7025*V^10*U^14 + 669599694665616/7025*V^8*U^17 - 2339364123796128/7025*V^6*U^20 + 4155502159915392/7025*V^4*U^23 - 3136546086575616/7025*V^2*U^26 + 682965094496256/7025*U^29', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))"
FIRST	4	('X-2', 4)	(121,)	"(('-821424677216/1405*V^13*U^9 + 2263331863936/281*V^11*U^12 - 11519283011808/1405*V^9*U^15 - 457974945368512/1405*V^7*U^18 + 2513159309469952/1405*V^5*U^21 - 4612031359423488/1405*V^3*U^24 + 2273205775306752/1405*V*U^27', '1'), ('304167612320/281*V^13*U^9 - 4190477033600/281*V^11*U^12 + 4265507120160/281*V^9*U^15 + 169584807346240/281*V^7*U^18 - 930604701495040/281*V^5*U^21 + 1707801829493760/281*V^3*U^24 - 841751644631040/281*V*U^27', '1'), ('-251995613012/281*V^13*U^9 + 3471710287760/281*V^11*U^12 - 3533870925156/281*V^9*U^15 - 140496968624584/281*V^7*U^18 + 770983802109664/281*V^5*U^21 - 1414873088044416/281*V^3*U^24 + 697371163467264/281*V*U^27', '1'), ('112876428808/281*V^13*U^9 - 1555083655840/281*V^11*U^12 + 1582927278504/281*V^9*U^15 + 62932826040656/281*V^7*U^18 - 345346878109376/281*V^5*U^21 + 633764292505344/281*V^3*U^24 - 312373558987776/281*V*U^27', '1'), ('-27220173552/281*V^13*U^9 + 375008736960/281*V^11*U^12 - 381723232176/281*V^9*U^15 - 15176263680864/281*V^7*U^18 + 83280469244544/281*V^5*U^21 - 152832386843136/281*V^3*U^24 + 75328946694144/281*V*U^27', '1'), ('14310877152/1405*V^13*U^9 - 39431812992/281*V^11*U^12 + 200689178976/1405*V^9*U^15 + 7978848656064/1405*V^7*U^18 - 43784311743744/1405*V^5*U^21 + 80350902567936/1405*V^3*U^24 - 39603836473344/1405*V*U^27', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))"
FIRST	4	('X-2', 4)	(122,)	"(('222768201765824/4215*V^15*U^8 - 5076432556079456/4215*V^13*U^11 + 57364929817063264/4215*V^11*U^14 - 368765302139692832/4215*V^9*U^17 + 1320543593241538688/4215*V^7*U^20 - 491103118367121920/843*V^5*U^23 + 679077061511292928/1405*V^3*U^26 - 190000829721821184/1405*V*U^29', '1'), ('-82489452668480/843*V^15*U^8 + 1879766231177120/843*V^13*U^11 - 21241818291237280/843*V^11*U^14 + 136551122177692640/843*V^9*U^17 - 488987734191397760/843*V^7*U^20 + 909259650092992000/843*V^5*U^23 - 251457320568002560/281*V^3*U^26 + 70355931978055680/281*V*U^29', '1'), ('68340544325768/843*V^15*U^8 - 1557341493828692/843*V^13*U^11 + 17598339878995348/843*V^11*U^14 - 113129348250407324/843*V^9*U^17 + 405114676388600816/843*V^7*U^20 - 753299936060267200/843*V^5*U^23 + 208326393331530496/281*V^3*U^26 - 58288211794188288/281*V*U^29', '1'), ('-30611789205712/843*V^15*U^8 + 697580184657928/843*V^13*U^11 - 7882826747447432/843*V^11*U^14 + 50674044167881816/843*V^9*U^17 - 181463071447502944/843*V^7*U^20 + 337425741612924800/843*V^5*U^23 - 93315669366808064/281*V^3*U^26 + 26109046543675392/281*V*U^29', '1'), ('2460679711776/281*V^15*U^8 - 56073867364944/281*V^13*U^11 + 633648419520336/281*V^11*U^14 - 4073351987353968/281*V^9*U^17 + 14586618748312512/281*V^7*U^20 - 27123428527430400/281*V^5*U^23 + 22503092471202816/281*V^3*U^26 - 6296201835061248/281*V*U^29', '1'), ('-1293690688576/1405*V^15*U^8 + 29480569834144/1405*V^13*U^11 - 333137651455136/1405*V^11*U^14 + 2141545489286368/1405*V^9*U^17 - 7668845629194112/1405*V^7*U^20 + 2852002782830080/281*V^5*U^23 - 11830894144751616/1405*V^3*U^26 + 3310198254747648/1405*V*U^29', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))"
FIRST	4	('X-2', 4)	(123,)	"(('-5218611025056/1405*V^16*U^6 + 224251516491288/1405*V^14*U^9 - 9500490734148128/4215*V^12*U^12 + 74513797954735568/4215*V^10*U^15 - 122678037992457376/1405*V^8*U^18 + 1099934551361662016/4215*V^6*U^21 - 1746263594575275776/4215*V^4*U^24 + 382053356102685696/1405*V^2*U^27 - 69336596570329088/1405*U^30', '1'), ('1932413889120/281*V^16*U^6 - 83038713374760/281*V^14*U^9 + 3517962952206560/843*V^12*U^12 - 27591920035325360/843*V^10*U^15 + 45426789497895520/281*V^8*U^18 - 407297802800208320/843*V^6*U^21 + 646628769229963520/843*V^4*U^24 - 141471592378321920/281*V^2*U^27 + 25674839836405760/281*U^30', '1'), ('-1600958822892/281*V^16*U^6 + 68795593722141/281*V^14*U^9 - 2914548409454396/843*V^12*U^12 + 22859247736622726/843*V^10*U^15 - 37635011760049132/281*V^8*U^18 + 337436516374069112/843*V^6*U^21 - 535716514491590432/843*V^4*U^24 + 117205840468159872/281*V^2*U^27 - 21270992510383616/281*U^30', '1'), ('717117700728/281*V^16*U^6 - 30815619542994/281*V^14*U^9 + 1305514060800664/843*V^12*U^12 - 10239345911249884/843*V^10*U^15 + 16857855876320888/281*V^8*U^18 - 151147984135356208/843*V^6*U^21 + 239963570343585088/843*V^4*U^24 - 52500027874914048/281*V^2*U^27 + 9527918534278144/281*U^30', '1'), ('-172933078032/281*V^16*U^6 + 7431192862236/281*V^14*U^9 - 104941659609072/281*V^12*U^12 + 823073443252632/281*V^10*U^15 - 4065275341485072/281*V^8*U^18 + 12149788943676384/281*V^6*U^21 - 19289087780586624/281*V^4*U^24 + 12660392300954112/281*V^2*U^27 - 2297659474446336/281*U^30', '1'), ('90918745632/1405*V^16*U^6 - 3906914404536/1405*V^14*U^9 + 55172579848672/1405*V^12*U^12 - 432726959325232/1405*V^10*U^15 + 2137299231024672/1405*V^8*U^18 - 6387693916187584/1405*V^6*U^21 + 10141146421229824/1405*V^4*U^24 - 6656141209715712/1405*V^2*U^27 + 1207983571931136/1405*U^30', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))"
FIRST	4	('X-2', 4)	(124,)	"(('2962425639888/1405*V^15*U^7 - 26941384193152/281*V^13*U^10 + 2080867968031424/1405*V^11*U^13 - 14954115280364832/1405*V^9*U^16 + 54908751349488608/1405*V^7*U^19 - 101494873270583936/1405*V^5*U^22 + 16756417709830656/281*V^3*U^25 - 24702589133494272/1405*V*U^28', '1'), ('-1096964771760/281*V^15*U^7 + 49880997795200/281*V^13*U^10 - 770530346780480/281*V^11*U^13 + 5537400647132640/281*V^9*U^16 - 20332313183056160/281*V^7*U^19 + 37582816929806720/281*V^5*U^22 - 31023900956505600/281*V^3*U^25 + 9147189953341440/281*V*U^28', '1'), ('908809152966/281*V^15*U^7 - 41325217110320/281*V^13*U^10 + 638366016684968/281*V^11*U^13 - 4587604380111324/281*V^9*U^16 + 16844836586762756/281*V^7*U^19 - 31136467550597552/281*V^5*U^22 + 25702562083872960/281*V^3*U^25 - 7578228733979904/281*V*U^28', '1'), ('-407083006044/281*V^15*U^7 + 18510810054880/281*V^13*U^10 - 285943375658512/281*V^11*U^13 + 2054926246617816/281*V^9*U^16 - 7545309916476904/281*V^7*U^19 + 13946962095091168/281*V^5*U^22 - 11512952088992640/281*V^3*U^25 + 3394517015425536/281*V*U^28', '1'), ('98168148936/281*V^15*U^7 - 4463885574720/281*V^13*U^10 + 68955302658528/281*V^11*U^13 - 495545878445904/281*V^9*U^16 + 1819553006761776/281*V^7*U^19 - 3363312719587392/281*V^5*U^22 + 2776350716156160/281*V^3*U^25 - 818588462275584/281*V*U^28', '1'), ('-51611438736/1405*V^15*U^7 + 469373334144/281*V^13*U^10 - 36252923348928/1405*V^11*U^13 + 260530895443104/1405*V^9*U^16 - 956621363988576/1405*V^7*U^19 + 1768245711652992/1405*V^5*U^22 - 291930644408832/281*V^3*U^25 + 430369001846784/1405*V*U^28', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))"
FIRST	4	('X-2', 4)	(125,)	"(('9384587765696/1405*V^14*U^8 - 221748089692272/1405*V^12*U^11 + 2516066665185216/1405*V^10*U^14 - 15906091411333552/1405*V^8*U^17 + 55491967914885216/1405*V^6*U^20 - 99495016104342144/1405*V^4*U^23 + 77085101435843072/1405*V^2*U^26 - 17875869048440832/1405*U^29', '1'), ('-3475044921920/281*V^14*U^8 + 82111712551440/281*V^12*U^11 - 931681274272320/281*V^10*U^14 + 5889910517817040/281*V^8*U^17 - 20548274055772320/281*V^6*U^20 + 36842284296554880/281*V^4*U^23 - 28544055102717440/281*V^2*U^26 + 6619304919152640/281*U^29', '1'), ('2878991844872/281*V^14*U^8 - 68027595647154/281*V^12*U^11 + 771875716981512/281*V^10*U^14 - 4879650401311114/281*V^8*U^17 + 17023755019569012/281*V^6*U^20 - 30522953924185008/281*V^4*U^23 + 23648068933421504/281*V^2*U^26 - 5483936268205824/281*U^29', '1'), ('-1289587204048/281*V^14*U^8 + 30471610062036/281*V^12*U^11 - 345746393657808/281*V^10*U^14 + 2185742460148676/281*V^8*U^17 - 7625452874132808/281*V^6*U^20 + 13672150853947872/281*V^4*U^23 - 10592682695959936/281*V^2*U^26 + 2456420309730816/281*U^29', '1'), ('310984214112/281*V^14*U^8 - 7348234906584/281*V^12*U^11 + 83376812499552/281*V^10*U^14 - 527092234698744/281*V^8*U^17 + 1838879497149552/281*V^6*U^20 - 3297041933410368/281*V^4*U^23 + 2554427566589184/281*V^2*U^26 - 592366252667904/281*U^29', '1'), ('-163498475712/1405*V^14*U^8 + 3863299652784/1405*V^12*U^11 - 43834963753152/1405*V^10*U^14 + 277116242632944/1405*V^8*U^17 - 966782174653152/1405*V^6*U^20 + 1733404160112768/1405*V^4*U^23 - 1342978178640384/1405*V^2*U^26 + 311433748015104/1405*U^29', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))"
FIRST	4	('X-2', 4)	(126,)	"(('641582889339392/4215*V^15*U^8 - 2646342692881888/843*V^13*U^11 + 129539338168528288/4215*V^11*U^14 - 735936847394805056/4215*V^9*U^17 + 2414519478008525888/4215*V^7*U^20 - 4216291563081165568/4215*V^5*U^23 + 1107686853262173184/1405*V^3*U^26 - 307956294203830272/1405*V*U^29', '1'), ('-237573500003840/843*V^15*U^8 + 4899607721808800/843*V^13*U^11 - 47967479289489760/843*V^11*U^14 + 272512087716989120/843*V^9*U^17 - 894079085881741760/843*V^7*U^20 + 1561262247360175360/843*V^5*U^23 - 410168424081095680/281*V^3*U^26 + 114033986688061440/281*V*U^29', '1'), ('196823979095744/843*V^15*U^8 - 4059208151578580/843*V^13*U^11 + 39739912661965516/843*V^11*U^14 - 225769765799970392/843*V^9*U^17 + 740723200637636216/843*V^7*U^20 - 1293468538925538976/843*V^5*U^23 + 339814757646652288/281*V^3*U^26 - 94474438486331904/281*V*U^29', '1'), ('-88163391412096/843*V^15*U^8 + 1818241652947720/843*V^13*U^11 - 17800704420242744/843*V^11*U^14 + 101129081541215728/843*V^9*U^17 - 331792242824586544/843*V^7*U^20 + 579383536500152384/843*V^5*U^23 - 152213270068251392/281*V^3*U^26 + 42317947929793536/281*V*U^29', '1'), ('7086873201408/281*V^15*U^8 - 146156446996560/281*V^13*U^11 + 1430881152612912/281*V^11*U^14 - 8129099463829344/281*V^9*U^17 + 26670588738105312/281*V^7*U^20 - 46572818858197632/281*V^5*U^23 + 36706260748405248/281*V^3*U^26 - 10204981670467584/281*V*U^29', '1'), ('-3725889975808/1405*V^15*U^8 + 15368211770912/281*V^13*U^11 - 752278979964512/1405*V^11*U^14 + 4273835490468544/1405*V^9*U^17 - 14021935542526912/1405*V^7*U^20 + 24485438640895232/1405*V^5*U^23 - 19298142507291648/1405*V^3*U^26 + 5365220715638784/1405*V*U^29', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))"
FIRST	4	('X-2', 4)	(127,)	"(('-36647983884512/4215*V^16*U^6 + 114159991962016/281*V^14*U^9 - 24155574489414368/4215*V^12*U^12 + 11809846647462864/281*V^10*U^15 - 264320416654021728/1405*V^8*U^18 + 2189456451566576192/4215*V^6*U^21 - 3386682230253946624/4215*V^4*U^24 + 788672463162135552/1405*V^2*U^27 - 172165177657561088/1405*U^30', '1'), ('13570483166240/843*V^16*U^6 - 211363093541600/281*V^14*U^9 + 8944634390051360/843*V^12*U^12 - 21865503656396400/281*V^10*U^15 + 97875937077478560/281*V^8*U^18 - 810739876246139840/843*V^6*U^21 + 1254063916309684480/843*V^4*U^24 - 292039704523607040/281*V^2*U^27 + 63751519117045760/281*U^30', '1'), ('-11242821674084/843*V^16*U^6 + 175109282408060/281*V^14*U^9 - 7410416280343076/843*V^12*U^12 + 18115048330368990/281*V^10*U^15 - 81087879721444596/281*V^8*U^18 + 671678652929628344/843*V^6*U^21 - 1038962047721966368/843*V^4*U^24 + 241947930629268864/281*V^2*U^27 - 52816613241007616/281*U^30', '1'), ('5035998623656/843*V^16*U^6 - 78436724406040/281*V^14*U^9 + 3319348760511784/843*V^12*U^12 - 8114276033523660/281*V^10*U^15 + 36321704862907464/281*V^8*U^18 - 300865109289240496/843*V^6*U^21 + 465382409686306112/843*V^4*U^24 - 108375769087762176/281*V^2*U^27 + 23658152668294144/281*U^30', '1'), ('-404810694288/281*V^16*U^6 + 18915031895760/281*V^14*U^9 - 266820540818832/281*V^12*U^12 + 1956759300536040/281*V^10*U^15 - 8758986446626416/281*V^8*U^18 + 24184560576784608/281*V^6*U^21 - 37409020623950976/281*V^4*U^24 + 26134838553567744/281*V^2*U^27 - 5705168283150336/281*U^30', '1'), ('212827302688/1405*V^16*U^6 - 1988897662752/281*V^14*U^9 + 140279633926432/1405*V^12*U^12 - 205751384446608/281*V^10*U^15 + 4604995584405216/1405*V^8*U^18 - 12714918026819008/1405*V^6*U^21 + 19667615178987776/1405*V^4*U^24 - 13740267423826944/1405*V^2*U^27 + 2999465167835136/1405*U^30', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))"
FIRST	4	('X-2', 4)	(128,)	"(('5908036035616/1405*V^15*U^7 - 47354249841184/281*V^13*U^10 + 3719389919378848/1405*V^11*U^13 - 29596030330033024/1405*V^9*U^16 + 129173122481882336/1405*V^7*U^19 - 307112916461034112/1405*V^5*U^22 + 71537093229888000/281*V^3*U^25 - 143068778677254144/1405*V*U^28', '1'), ('-2187702980320/281*V^15*U^7 + 87674679778400/281*V^13*U^10 - 1377263165380960/281*V^11*U^13 + 10959195808612480/281*V^9*U^16 - 47831872271474720/281*V^7*U^19 + 113721690014458240/281*V^5*U^22 - 132448339108800000/281*V^3*U^25 + 52977333180794880/281*V*U^28', '1'), ('1812459746812/281*V^15*U^7 - 72636381328940/281*V^13*U^10 + 1141029687519436/281*V^11*U^13 - 9079432372321168/281*V^9*U^16 + 39627565481498852/281*V^7*U^19 - 94215708139908784/281*V^5*U^22 + 109730290321080000/281*V^3*U^25 - 43890457135819008/281*V*U^28', '1'), ('-811855338008/281*V^15*U^7 + 32536024051960/281*V^13*U^10 - 511101581300024/281*V^11*U^13 + 4066951362929312/281*V^9*U^16 - 17750380732595368/281*V^7*U^19 + 42202054810943456/281*V^5*U^22 - 49151503692720000/281*V^3*U^25 + 19659858364303872/281*V*U^28', '1'), ('195779078352/281*V^15*U^7 - 7846068756240/281*V^13*U^10 + 123252249319056/281*V^11*U^13 - 980746140673728/281*V^9*U^16 + 4280507890422192/281*V^7*U^19 - 10177034021504064/281*V^5*U^22 + 11852895019680000/281*V^3*U^25 - 4740978806074368/281*V*U^28', '1'), ('-102929921952/1405*V^15*U^7 + 825006687648/281*V^13*U^10 - 64799285549856/1405*V^11*U^13 + 515622632224128/1405*V^9*U^16 - 2250456722877792/1405*V^7*U^19 + 5350527371739264/1405*V^5*U^22 - 1246320668736000/281*V^3*U^25 + 2492547122976768/1405*V*U^28', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))"
FIRST	4	('X-2', 4)	(129,)	"(('38465023881856/1405*V^15*U^8 + 771128906140736/1405*V^13*U^11 - 70685171279369504/4215*V^11*U^14 + 177444625700957472/1405*V^9*U^17 - 494224638335276992/1405*V^7*U^20 + 561683777583129344/4215*V^5*U^23 + 1117456302221569024/1405*V^3*U^26 - 922469169458343936/1405*V*U^29', '1'), ('-14243319925120/281*V^15*U^8 - 285543452342720/281*V^13*U^11 + 26174207289882080/843*V^11*U^14 - 65706460513705440/281*V^9*U^17 + 183007806268555840/281*V^7*U^20 - 207987437247898880/843*V^5*U^23 - 413785980317332480/281*V^3*U^26 + 341583656415006720/281*V*U^29', '1'), ('11800250882992/281*V^15*U^8 + 236565940620152/281*V^13*U^11 - 21684706536664028/843*V^11*U^14 + 54436235566659804/281*V^9*U^17 - 151617603119783944/281*V^7*U^20 + 172312631671445408/843*V^5*U^23 + 342811816716823168/281*V^3*U^26 - 282993913246167552/281*V*U^29', '1'), ('-5285687964128/281*V^15*U^8 - 105965013579568/281*V^13*U^11 + 9713233513678552/843*V^11*U^14 - 24383630314322136/281*V^9*U^17 + 67914093344850896/281*V^7*U^20 - 77184020265681472/843*V^5*U^23 - 153555743140397312/281*V^3*U^26 + 126761501598471168/281*V*U^29', '1'), ('1274644717632/281*V^15*U^8 + 25553484376992/281*V^13*U^11 - 780782739690096/281*V^11*U^14 + 5880117363675984/281*V^9*U^17 - 16377497295011424/281*V^7*U^20 + 6204314013296256/281*V^5*U^23 + 37029998400265728/281*V^3*U^26 - 30568561653307392/281*V*U^29', '1'), ('-670138415232/1405*V^15*U^8 - 13434623222592/1405*V^13*U^11 + 410492822492896/1405*V^11*U^14 - 3091443817217184/1405*V^9*U^17 + 8610391531794624/1405*V^7*U^20 - 3261888668237056/1405*V^5*U^23 - 19468346042416128/1405*V^3*U^26 + 16071276316372992/1405*V*U^29', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))"
FIRST	4	('X-2', 4)	(130,)	"(('-79297328409728/4215*V^16*U^6 + 821400333328432/1405*V^14*U^9 - 7702165721389568/1405*V^12*U^12 + 17753258173361568/1405*V^10*U^15 + 371023813255391296/4215*V^8*U^18 - 510807644253731968/843*V^6*U^21 + 5777139697231046144/4215*V^4*U^24 - 5071483601647310848/4215*V^2*U^27 + 1257613025475682304/4215*U^30', '1'), ('29363226738560/843*V^16*U^6 - 304158597954640/281*V^14*U^9 + 2852056216655360/281*V^12*U^12 - 6573902999595360/281*V^10*U^15 - 137387432496233920/843*V^8*U^18 + 945741866643516800/843*V^6*U^21 - 2139233013672634880/843*V^4*U^24 + 1877933669172520960/843*V^2*U^27 - 465685000453038080/843*U^30', '1'), ('-24326733098096/843*V^16*U^6 + 251988144825274/281*V^14*U^9 - 2362860559606976/281*V^12*U^12 + 5446321860598476/281*V^10*U^15 + 113822211404974072/843*V^8*U^18 - 783524582443768880/843*V^6*U^21 + 1772303535357363008/843*V^4*U^24 - 1555823259910855936/843*V^2*U^27 + 385808917210416128/843*U^30', '1'), ('10896676826464/843*V^16*U^6 - 112873083582116/281*V^14*U^9 + 1058396448064384/281*V^12*U^12 - 2439571683075384/281*V^10*U^15 - 50984398453836848/843*V^8*U^18 + 350964271530077920/843*V^6*U^21 - 793868160813599872/843*V^4*U^24 + 696900121935041024/843*V^2*U^27 - 172815440143869952/843*U^30', '1'), ('-875911937472/281*V^16*U^6 + 27219366850104/281*V^14*U^9 - 255232516720896/281*V^12*U^12 + 588303202954896/281*V^10*U^15 + 4098299320219104/281*V^8*U^18 - 28211701599956160/281*V^6*U^21 + 63813822315699456/281*V^4*U^24 - 56019201610724352/281*V^2*U^27 + 13891492737847296/281*U^30', '1'), ('460506547072/1405*V^16*U^6 - 14310453032304/1405*V^14*U^9 + 134187285213696/1405*V^12*U^12 - 309297618897696/1405*V^10*U^15 - 2154661431226304/1405*V^8*U^18 + 2966433664168832/281*V^6*U^21 - 33549814442400256/1405*V^4*U^24 + 29451829573117952/1405*V^2*U^27 - 7303386425860096/1405*U^30', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))"
FIRST	4	('X-2', 4)	(131,)	"(('-517330999295968/4215*V^15*U^8 + 173968230811245728/21075*V^13*U^11 - 1027039394733319968/7025*V^11*U^14 + 970762141616833280/843*V^9*U^17 - 97878010436646055616/21075*V^7*U^20 + 68069348658815339264/7025*V^5*U^23 - 2656833806260874240/281*V^3*U^26 + 4393818035530846208/1405*V*U^29', '1'), ('191563924483360/843*V^15*U^8 - 12883835329791712/843*V^13*U^11 + 76061050786392672/281*V^11*U^14 - 1797330972250528000/843*V^9*U^17 + 7248703760410176064/843*V^7*U^20 - 5041117421478451456/281*V^5*U^23 + 4919031638545024000/281*V^3*U^26 - 1626999015132508160/281*V*U^29', '1'), ('-158706143014276/843*V^15*U^8 + 53369751583887596/4215*V^13*U^11 - 315073833355557276/1405*V^11*U^14 + 1489045847725664800/843*V^9*U^17 - 30026890991359574312/4215*V^7*U^20 + 20882227815144114848/1405*V^5*U^23 - 4075300403372598400/281*V^3*U^26 + 1347929883333203456/281*V*U^29', '1'), ('71089263972584/843*V^15*U^8 - 23905920000569464/4215*V^13*U^11 + 141131064525034584/1405*V^11*U^14 - 666988506719163200/843*V^9*U^17 + 13449949317769973008/4215*V^7*U^20 - 9353779112084410432/1405*V^5*U^23 + 1825449857456825600/281*V^3*U^26 - 603778413821000704/281*V*U^29', '1'), ('-5714396777232/281*V^15*U^8 + 1921639141751472/1405*V^13*U^11 - 34033784648559696/1405*V^11*U^14 + 53614804265193600/281*V^9*U^17 - 1081152662728922784/1405*V^7*U^20 + 2255665717694683008/1405*V^5*U^23 - 440207600959526400/281*V^3*U^26 + 145601286156158976/281*V*U^29', '1'), ('3004317004832/1405*V^15*U^8 - 1010292665311072/7025*V^13*U^11 + 17893100872142496/7025*V^11*U^14 - 5637545814334720/281*V^9*U^17 + 568410885011953984/7025*V^7*U^20 - 1185905553476337408/7025*V^5*U^23 + 46287411699809280/281*V^3*U^26 - 76549185675595776/1405*V*U^29', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))"
