k	label	terms	degree	leadcoef	leadmonom	trailcoef	trailmonom
1040	J_9_66	20132	4	-353/2	B2c_47_13*target_b*Hfact_0_31*Hfact_1_11	1925352	A3c_87_9
1041	J_10_65	20547	4	-319/2	B2c_47_13*target_b*Hfact_1_20*Hfact_1_21	1604460	A3c_87_9
1042	J_11_64	20997	4	-285/2	B2c_47_13*target_b*Hfact_1_30*Hfact_2_10	962676	A3c_87_9
1043	J_12_63	19849	4	-251/2	B2c_47_13*target_b*Hfact_2_19*Hfact_2_20	350064	A3c_87_9
1044	J_13_62	17354	4	-217/2	B2c_47_13*target_b*Hfact_2_29*Hfact_3_9	2450448	A3c_87_8
1045	J_14_61	14888	4	-183/2	B2c_47_13*target_b*Hfact_3_18*Hfact_3_19	-94248	A3c_87_9
1046	J_15_60	11899	4	-149/2	B2c_47_13*target_b*Hfact_3_26*Hfact_4_10	-67320	A3c_87_9
1047	J_16_59	8933	4	-115/2	B2c_47_13*target_b*Hfact_4_17*Hfact_4_18	-26928	A3c_87_9
1048	J_17_58	6212	4	-81/2	B2c_47_13*target_b*Hfact_4_21*Hfact_5_13	-6732	A3c_87_9
1049	J_18_57	3851	4	-47/2	B2c_47_13*target_b*Hfact_5_16*Hfact_5_17	-990	A3c_87_9
1050	J_19_56	1908	4	-13/2	B2c_47_13*target_b*Hfact_5_16*Hfact_6_16	-66	A3c_87_9
1051	J_20_55	228	4	-49/2	B2c_60_3*target_b*Hfact_6_16*Hfact_7_19	112	A3c_83_11
1052	J_0_76	917	4	-45/2	B2c_32_32*target_b*Hfact_0_22*Hfact_0_23	-216	A3c_86_12
1053	J_1_75	1916	4	-22	B2c_31_32*target_b*Hfact_0_22^2	-3672	A3c_86_12
1054	J_2_74	3218	4	-33	B2c_31_31*target_b*Hfact_0_22^2	198	A3c_86_9
1055	J_3_73	5042	4	-44	B2c_31_30*target_b*Hfact_0_22^2	3348	A3c_86_9
1056	J_4_72	7143	4	-55	B2c_31_29*target_b*Hfact_0_22^2	26622	A3c_86_9
1057	J_5_71	9452	4	-66	B2c_31_28*target_b*Hfact_0_22^2	132192	A3c_86_9
1058	J_6_70	12146	4	-77	B2c_31_27*target_b*Hfact_0_22^2	459000	A3c_86_9
1059	J_7_69	14840	4	-88	B2c_31_26*target_b*Hfact_0_22^2	1182384	A3c_86_9
1060	J_8_68	17054	4	-99	B2c_47_13*target_b*Hfact_0_22^2	2339064	A3c_86_9
1061	J_9_67	18864	4	-181	B2c_47_13*target_b*Hfact_0_31*Hfact_1_12	3627936	A3c_86_9
1062	J_10_66	19764	4	-82	B2c_47_13*target_b*Hfact_1_21^2	4463316	A3c_86_9
1063	J_11_65	19716	4	-147	B2c_47_13*target_b*Hfact_1_30*Hfact_2_11	4375800	A3c_86_9
1064	J_12_64	18636	4	-65	B2c_47_13*target_b*Hfact_2_20^2	3413124	A3c_86_9
1065	J_13_63	17169	4	-113	B2c_47_13*target_b*Hfact_2_29*Hfact_3_10	2100384	A3c_86_9
1066	J_14_62	14481	4	-48	B2c_47_13*target_b*Hfact_3_19^2	1002456	A3c_86_9
1067	J_15_61	11804	4	-79	B2c_47_13*target_b*Hfact_3_27*Hfact_4_10	359856	A3c_86_9
1068	J_16_60	8992	4	-31	B2c_47_13*target_b*Hfact_4_18^2	91800	A3c_86_9
1069	J_17_59	6278	4	-45	B2c_47_13*target_b*Hfact_4_22*Hfact_5_13	14688	A3c_86_9
1070	J_18_58	4107	4	-14	B2c_47_13*target_b*Hfact_5_17^2	918	A3c_86_9
1071	J_19_57	2207	4	-11	B2c_47_13*target_b*Hfact_5_17*Hfact_6_16	-108	A3c_86_9
1072	J_20_56	550	4	3	B2c_47_13*target_b*Hfact_6_16^2	-18	A3c_86_9
1073	J_0_77	830	4	-23/2	B2c_32_32*target_b*Hfact_0_23^2	-234	A3c_85_13
1074	J_1_76	1736	4	-45	B2c_31_32*target_b*Hfact_0_22*Hfact_0_23	-3978	A3c_85_13
1075	J_2_75	2978	4	-135/2	B2c_31_31*target_b*Hfact_0_22*Hfact_0_23	-31824	A3c_85_13
1076	J_3_74	4584	4	-90	B2c_31_30*target_b*Hfact_0_22*Hfact_0_23	-14784	A3c_97_0
1077	J_4_73	6513	4	-225/2	B2c_31_29*target_b*Hfact_0_22*Hfact_0_23	-253008	A3c_97_0
1078	J_5_72	8752	4	-135	B2c_31_28*target_b*Hfact_0_22*Hfact_0_23	-2039184	A3c_97_0
1079	J_6_71	11165	4	-315/2	B2c_31_27*target_b*Hfact_0_22*Hfact_0_23	-10281600	A3c_97_0
1080	J_7_70	13715	4	-180	B2c_31_26*target_b*Hfact_0_22*Hfact_0_23	-36328320	A3c_97_0
1081	J_8_69	15982	4	-405/2	B2c_47_13*target_b*Hfact_0_22*Hfact_0_23	-95481792	A3c_97_0
1082	J_9_68	17613	4	-371/2	B2c_47_13*target_b*Hfact_0_31*Hfact_1_13	-193362624	A3c_97_0
1083	J_10_67	18547	4	-337/2	B2c_47_13*target_b*Hfact_1_21*Hfact_1_22	-308310912	A3c_97_0
1084	J_11_66	18799	4	-303/2	B2c_47_13*target_b*Hfact_1_30*Hfact_2_12	-392071680	A3c_97_0
1085	J_12_65	18208	4	-269/2	B2c_47_13*target_b*Hfact_2_20*Hfact_2_21	-416703840	A3c_97_0
1086	J_13_64	16587	4	-235/2	B2c_47_13*target_b*Hfact_2_29*Hfact_3_11	-460326384	A3c_97_0
1087	J_14_63	14250	4	-201/2	B2c_47_13*target_b*Hfact_3_19*Hfact_3_20	-678666240	A3c_97_0
1088	J_15_62	11633	4	-167/2	B2c_47_13*target_b*Hfact_3_28*Hfact_4_10	-1041380928	A3c_97_0
1089	J_16_61	8972	4	-133/2	B2c_47_13*target_b*Hfact_4_18*Hfact_4_19	-1212305472	A3c_97_0
1090	J_17_60	6488	4	-99/2	B2c_47_13*target_b*Hfact_4_23*Hfact_5_13	-953840160	A3c_97_0
1091	J_18_59	4297	4	-65/2	B2c_47_13*target_b*Hfact_5_17*Hfact_5_18	-478388736	A3c_97_0
1092	J_19_58	2456	4	-31/2	B2c_47_13*target_b*Hfact_5_18*Hfact_6_16	-139313664	A3c_97_0
1093	J_20_57	940	4	3/2	B2c_47_13*target_b*Hfact_6_16*Hfact_6_17	-18542160	A3c_97_0
1094	J_21_56	8	2	-53865/2	B2c_60_3^2	1659840	A3c_97_0
1095	J_0_78	745	4	-47/2	B2c_32_32*target_b*Hfact_0_23*Hfact_0_24	-252	A3c_84_14
1096	J_1_77	1564	4	-23	B2c_31_32*target_b*Hfact_0_23^2	-4284	A3c_84_14
1097	J_2_76	2686	4	-69/2	B2c_31_31*target_b*Hfact_0_23^2	-34272	A3c_84_14
1098	J_3_75	4104	4	-46	B2c_31_30*target_b*Hfact_0_23^2	-171360	A3c_84_14
1099	J_4_74	5801	4	-115/2	B2c_31_29*target_b*Hfact_0_23^2	-599760	A3c_84_14
1100	J_5_73	7949	4	-69	B2c_31_28*target_b*Hfact_0_23^2	-1559376	A3c_84_14
1101	J_6_72	10192	4	-161/2	B2c_31_27*target_b*Hfact_0_23^2	-3118752	A3c_84_14
1102	J_7_71	12383	4	-92	B2c_31_26*target_b*Hfact_0_23^2	-4900896	A3c_84_14
1103	J_8_70	14758	4	-207/2	B2c_47_13*target_b*Hfact_0_23^2	-6126120	A3c_84_14
1104	J_9_69	16076	4	-190	B2c_47_13*target_b*Hfact_0_31*Hfact_1_14	-6126120	A3c_84_14
1105	J_10_68	17304	4	-173/2	B2c_47_13*target_b*Hfact_1_22^2	-4900896	A3c_84_14
1106	J_11_67	17543	4	-156	B2c_47_13*target_b*Hfact_1_30*Hfact_2_13	-3118752	A3c_84_14
1107	J_12_66	17259	4	-139/2	B2c_47_13*target_b*Hfact_2_21^2	3030048	A3c_96_1
1108	J_13_65	15923	4	-122	B2c_47_13*target_b*Hfact_2_29*Hfact_3_12	24002496	A3c_96_1
1109	J_14_64	13694	4	-105/2	B2c_47_13*target_b*Hfact_3_20^2	82938240	A3c_96_1
1110	J_15_63	11022	4	-88	B2c_47_13*target_b*Hfact_3_28*Hfact_4_11	163021824	A3c_96_1
1111	J_16_62	8892	4	-71/2	B2c_47_13*target_b*Hfact_4_19^2	198781632	A3c_96_1
1112	J_17_61	6533	4	-54	B2c_47_13*target_b*Hfact_4_24*Hfact_5_13	153030528	A3c_96_1
1113	J_18_60	4443	4	-37/2	B2c_47_13*target_b*Hfact_5_18^2	71519616	A3c_96_1
1114	J_19_59	2445	4	-20	B2c_47_13*target_b*Hfact_5_19*Hfact_6_16	17579520	A3c_96_1
1115	J_20_58	1208	4	-3/2	B2c_47_13*target_b*Hfact_6_17^2	1126944	A3c_96_1
1116	J_21_57	61	3	9	B2c_60_3^2*Hfact_4_10	-4503744	A3c_96_1
1117	J_0_79	667	4	-12	B2c_32_32*target_b*Hfact_0_24^2	-270	A3c_83_15
1118	J_1_78	1402	4	-47	B2c_31_32*target_b*Hfact_0_23*Hfact_0_24	-4590	A3c_83_15
1119	J_2_77	2359	4	-141/2	B2c_31_31*target_b*Hfact_0_23*Hfact_0_24	-36720	A3c_83_15
1120	J_3_76	3722	4	-94	B2c_31_30*target_b*Hfact_0_23*Hfact_0_24	-183600	A3c_83_15
1121	J_4_75	5306	4	-235/2	B2c_31_29*target_b*Hfact_0_23*Hfact_0_24	-642600	A3c_83_15
1122	J_5_74	7093	4	-141	B2c_31_28*target_b*Hfact_0_23*Hfact_0_24	-1670760	A3c_83_15
1123	J_6_73	9254	4	-329/2	B2c_31_27*target_b*Hfact_0_23*Hfact_0_24	-3341520	A3c_83_15
1124	J_7_72	11502	4	-188	B2c_31_26*target_b*Hfact_0_23*Hfact_0_24	-5250960	A3c_83_15
1125	J_8_71	13382	4	-423/2	B2c_47_13*target_b*Hfact_0_23*Hfact_0_24	-6563700	A3c_83_15
1126	J_9_70	15090	4	-389/2	B2c_47_13*target_b*Hfact_0_31*Hfact_1_15	-6563700	A3c_83_15
1127	J_10_69	16052	4	-355/2	B2c_47_13*target_b*Hfact_1_22*Hfact_1_23	-5250960	A3c_83_15
1128	J_11_68	16304	4	-321/2	B2c_47_13*target_b*Hfact_1_30*Hfact_2_14	-3341520	A3c_83_15
1129	J_12_67	16263	4	-287/2	B2c_47_13*target_b*Hfact_2_21*Hfact_2_22	-1670760	A3c_83_15
1130	J_13_66	15222	4	-253/2	B2c_47_13*target_b*Hfact_2_29*Hfact_3_13	-642600	A3c_83_15
1131	J_14_65	13234	4	-219/2	B2c_47_13*target_b*Hfact_3_20*Hfact_3_21	-183600	A3c_83_15
1132	J_15_64	11133	4	-185/2	B2c_47_13*target_b*Hfact_3_28*Hfact_4_12	-36720	A3c_83_15
1133	J_16_63	8795	4	-151/2	B2c_47_13*target_b*Hfact_4_19*Hfact_4_20	-4590	A3c_83_15
1134	J_17_62	6453	4	-117/2	B2c_47_13*target_b*Hfact_4_25*Hfact_5_13	-270	A3c_83_15
1135	J_18_61	4586	4	-83/2	B2c_47_13*target_b*Hfact_5_18*Hfact_5_19	-204	A3c_83_14
1136	J_19_60	2888	4	-49/2	B2c_47_13*target_b*Hfact_5_20*Hfact_6_16	-138	A3c_83_13
1137	J_20_59	1423	4	-15/2	B2c_47_13*target_b*Hfact_6_17*Hfact_6_18	-72	A3c_83_12
1138	J_21_58	217	4	3/2	B2c_60_3*target_b*Hfact_6_16*Hfact_7_19	-6	A3c_83_11
1139	J_0_80	591	4	-49/2	B2c_32_32*target_b*Hfact_0_24*Hfact_0_25	-288	A3c_82_16
1140	J_1_79	1248	4	-24	B2c_31_32*target_b*Hfact_0_24^2	-4896	A3c_82_16
1141	J_2_78	2151	4	-36	B2c_31_31*target_b*Hfact_0_24^2	-39168	A3c_82_16
1142	J_3_77	3325	4	-48	B2c_31_30*target_b*Hfact_0_24^2	-195840	A3c_82_16
1143	J_4_76	4744	4	-60	B2c_31_29*target_b*Hfact_0_24^2	-685440	A3c_82_16
1144	J_5_75	6440	4	-72	B2c_31_28*target_b*Hfact_0_24^2	-1782144	A3c_82_16
1145	J_6_74	8333	4	-84	B2c_31_27*target_b*Hfact_0_24^2	-3564288	A3c_82_16
1146	J_7_73	10415	4	-96	B2c_31_26*target_b*Hfact_0_24^2	-5601024	A3c_82_16
1147	J_8_72	12344	4	-108	B2c_47_13*target_b*Hfact_0_24^2	-7001280	A3c_82_16
1148	J_9_71	13811	4	-199	B2c_47_13*target_b*Hfact_0_31*Hfact_1_16	-7001280	A3c_82_16
1149	J_10_70	14767	4	-91	B2c_47_13*target_b*Hfact_1_23^2	-5601024	A3c_82_16
1150	J_11_69	15215	4	-165	B2c_47_13*target_b*Hfact_1_30*Hfact_2_15	-3564288	A3c_82_16
1151	J_12_68	15133	4	-74	B2c_47_13*target_b*Hfact_2_22^2	-1782144	A3c_82_16
1152	J_13_67	14355	4	-131	B2c_47_13*target_b*Hfact_2_29*Hfact_3_14	-685440	A3c_82_16
1153	J_14_66	12758	4	-57	B2c_47_13*target_b*Hfact_3_21^2	-195840	A3c_82_16
1154	J_15_65	10733	4	-97	B2c_47_13*target_b*Hfact_3_28*Hfact_4_13	-39168	A3c_82_16
1155	J_16_64	8575	4	-40	B2c_47_13*target_b*Hfact_4_20^2	-4896	A3c_82_16
1156	J_17_63	6498	4	-63	B2c_47_13*target_b*Hfact_4_26*Hfact_5_13	-288	A3c_82_16
1157	J_18_62	4630	4	-23	B2c_47_13*target_b*Hfact_5_19^2	-222	A3c_82_15
1158	J_19_61	3016	4	-29	B2c_47_13*target_b*Hfact_5_21*Hfact_6_16	-156	A3c_82_14
1159	J_20_60	1665	4	-6	B2c_47_13*target_b*Hfact_6_18^2	-90	A3c_82_13
1160	J_21_59	477	4	5	B2c_47_13*target_b*Hfact_6_16*Hfact_7_19	-24	A3c_82_12
1161	J_0_81	522	4	-25/2	B2c_32_32*target_b*Hfact_0_25^2	-306	A3c_81_17
1162	J_1_80	1104	4	-49	B2c_31_32*target_b*Hfact_0_24*Hfact_0_25	-5202	A3c_81_17
1163	J_2_79	1908	4	-147/2	B2c_31_31*target_b*Hfact_0_24*Hfact_0_25	-41616	A3c_81_17
1164	J_3_78	2953	4	-98	B2c_31_30*target_b*Hfact_0_24*Hfact_0_25	-208080	A3c_81_17
1165	J_4_77	4223	4	-245/2	B2c_31_29*target_b*Hfact_0_24*Hfact_0_25	69300	A3c_97_0
1166	J_5_76	5745	4	-147	B2c_31_28*target_b*Hfact_0_24*Hfact_0_25	1183140	A3c_97_0
1167	J_6_75	7462	4	-343/2	B2c_31_27*target_b*Hfact_0_24*Hfact_0_25	9510480	A3c_97_0
1168	J_7_74	9382	4	-196	B2c_31_26*target_b*Hfact_0_24*Hfact_0_25	47809440	A3c_97_0
1169	J_8_73	11179	4	-441/2	B2c_47_13*target_b*Hfact_0_24*Hfact_0_25	168361200	A3c_97_0
1170	J_9_72	12576	4	-407/2	B2c_47_13*target_b*Hfact_0_31*Hfact_1_17	440823600	A3c_97_0
1171	J_10_71	13508	4	-373/2	B2c_47_13*target_b*Hfact_1_23*Hfact_1_24	888844320	A3c_97_0
1172	J_11_70	13994	4	-339/2	B2c_47_13*target_b*Hfact_1_30*Hfact_2_16	1410121440	A3c_97_0
1173	J_12_69	14001	4	-305/2	B2c_47_13*target_b*Hfact_2_22*Hfact_2_23	1782700920	A3c_97_0
1174	J_13_68	13453	4	-271/2	B2c_47_13*target_b*Hfact_2_29*Hfact_3_15	1816229604	A3c_97_0
1175	J_14_67	12093	4	-237/2	B2c_47_13*target_b*Hfact_3_21*Hfact_3_22	1542561552	A3c_97_0
1176	J_15_66	10277	4	-203/2	B2c_47_13*target_b*Hfact_3_28*Hfact_4_14	1209145392	A3c_97_0
1177	J_16_65	8288	4	-169/2	B2c_47_13*target_b*Hfact_4_20*Hfact_4_21	999334224	A3c_97_0
1178	J_17_64	6364	4	-135/2	B2c_47_13*target_b*Hfact_4_27*Hfact_5_13	833366520	A3c_97_0
1179	J_18_63	4611	4	-101/2	B2c_47_13*target_b*Hfact_5_19*Hfact_5_20	571413024	A3c_97_0
1180	J_19_62	3096	4	-67/2	B2c_47_13*target_b*Hfact_5_22*Hfact_6_16	271080432	A3c_97_0
1181	J_20_61	1806	4	-33/2	B2c_47_13*target_b*Hfact_6_18*Hfact_6_19	76832532	A3c_97_0
1182	J_21_60	737	4	1/2	B2c_47_13*target_b*Hfact_6_17*Hfact_7_19	9972144	A3c_97_0
1183	J_22_59	8	2	5985	B2c_60_3^2	-372960	A3c_97_0
1184	J_0_82	455	4	-51/2	B2c_32_32*target_b*Hfact_0_25*Hfact_0_26	-324	A3c_80_18
1185	J_1_81	968	4	-25	B2c_31_32*target_b*Hfact_0_25^2	-5508	A3c_80_18
1186	J_2_80	1631	4	-75/2	B2c_31_31*target_b*Hfact_0_25^2	-44064	A3c_80_18
1187	J_3_79	2584	4	-50	B2c_31_30*target_b*Hfact_0_25^2	-220320	A3c_80_18
1188	J_4_78	3721	4	-125/2	B2c_31_29*target_b*Hfact_0_25^2	-771120	A3c_80_18
1189	J_5_77	4996	4	-75	B2c_31_28*target_b*Hfact_0_25^2	-2004912	A3c_80_18
1190	J_6_76	6563	4	-175/2	B2c_31_27*target_b*Hfact_0_25^2	-4009824	A3c_80_18
1191	J_7_75	8338	4	-100	B2c_31_26*target_b*Hfact_0_25^2	-6301152	A3c_80_18
1192	J_8_74	9933	4	-225/2	B2c_47_13*target_b*Hfact_0_25^2	-7876440	A3c_80_18
1193	J_9_73	11352	4	-208	B2c_47_13*target_b*Hfact_0_31*Hfact_1_18	-7876440	A3c_80_18
1194	J_10_72	12259	4	-191/2	B2c_47_13*target_b*Hfact_1_24^2	-6301152	A3c_80_18
1195	J_11_71	12514	4	-174	B2c_47_13*target_b*Hfact_1_30*Hfact_2_17	-4009824	A3c_80_18
1196	J_12_70	12846	4	-157/2	B2c_47_13*target_b*Hfact_2_23^2	-2004912	A3c_80_18
1197	J_13_69	12224	4	-140	B2c_47_13*target_b*Hfact_2_29*Hfact_3_16	-2529184	A3c_96_1
1198	J_14_68	11253	4	-123/2	B2c_47_13*target_b*Hfact_3_22^2	-20044584	A3c_96_1
1199	J_15_67	9710	4	-106	B2c_47_13*target_b*Hfact_3_28*Hfact_4_15	-69306048	A3c_96_1
1200	J_16_66	7947	4	-89/2	B2c_47_13*target_b*Hfact_4_21^2	-136345440	A3c_96_1
1201	J_17_65	6082	4	-72	B2c_47_13*target_b*Hfact_4_27*Hfact_5_14	-166465152	A3c_96_1
1202	J_18_64	4545	4	-55/2	B2c_47_13*target_b*Hfact_5_20^2	-128412144	A3c_96_1
1203	J_19_63	3094	4	-38	B2c_47_13*target_b*Hfact_5_23*Hfact_6_16	-60239424	A3c_96_1
1204	J_20_62	1767	4	-21/2	B2c_47_13*target_b*Hfact_6_19^2	-14944608	A3c_96_1
1205	J_21_61	904	4	-4	B2c_47_13*target_b*Hfact_6_18*Hfact_7_19	-1018080	A3c_96_1
1206	J_22_60	53	3	9/2	B2c_60_3^2*Hfact_5_13	1511160	A3c_96_1
1207	J_0_83	395	4	-13	B2c_32_32*target_b*Hfact_0_26^2	-342	A3c_79_19
1208	J_1_82	842	4	-51	B2c_31_32*target_b*Hfact_0_25*Hfact_0_26	-5814	A3c_79_19
1209	J_2_81	1463	4	-153/2	B2c_31_31*target_b*Hfact_0_25*Hfact_0_26	-46512	A3c_79_19
1210	J_3_80	2274	4	-102	B2c_31_30*target_b*Hfact_0_25*Hfact_0_26	-232560	A3c_79_19
1211	J_4_79	3202	4	-255/2	B2c_31_29*target_b*Hfact_0_25*Hfact_0_26	-813960	A3c_79_19
1212	J_5_78	4445	4	-153	B2c_31_28*target_b*Hfact_0_25*Hfact_0_26	-2116296	A3c_79_19
1213	J_6_77	5820	4	-357/2	B2c_31_27*target_b*Hfact_0_25*Hfact_0_26	-4232592	A3c_79_19
1214	J_7_76	7407	4	-204	B2c_31_26*target_b*Hfact_0_25*Hfact_0_26	-6651216	A3c_79_19
1215	J_8_75	8940	4	-459/2	B2c_47_13*target_b*Hfact_0_25*Hfact_0_26	-8314020	A3c_79_19
1216	J_9_74	10069	4	-425/2	B2c_47_13*target_b*Hfact_0_31*Hfact_1_19	-8314020	A3c_79_19
1217	J_10_73	11032	4	-391/2	B2c_47_13*target_b*Hfact_1_24*Hfact_1_25	-6651216	A3c_79_19
1218	J_11_72	11545	4	-357/2	B2c_47_13*target_b*Hfact_1_30*Hfact_2_18	-4232592	A3c_79_19
1219	J_12_71	11684	4	-323/2	B2c_47_13*target_b*Hfact_2_23*Hfact_2_24	-2116296	A3c_79_19
1220	J_13_70	11462	4	-289/2	B2c_47_13*target_b*Hfact_2_29*Hfact_3_17	-813960	A3c_79_19
1221	J_14_69	10527	4	-255/2	B2c_47_13*target_b*Hfact_3_22*Hfact_3_23	-232560	A3c_79_19
1222	J_15_68	9220	4	-221/2	B2c_47_13*target_b*Hfact_3_28*Hfact_4_16	-46512	A3c_79_19
1223	J_16_67	7360	4	-187/2	B2c_47_13*target_b*Hfact_4_21*Hfact_4_22	-5814	A3c_79_19
1224	J_17_66	5962	4	-153/2	B2c_47_13*target_b*Hfact_4_27*Hfact_5_15	-342	A3c_79_19
1225	J_18_65	4464	4	-119/2	B2c_47_13*target_b*Hfact_5_20*Hfact_5_21	-276	A3c_79_18
1226	J_19_64	3108	4	-85/2	B2c_47_13*target_b*Hfact_5_24*Hfact_6_16	-210	A3c_79_17
1227	J_20_63	2016	4	-51/2	B2c_47_13*target_b*Hfact_6_19*Hfact_6_20	-144	A3c_79_16
1228	J_21_62	1066	4	-17/2	B2c_47_13*target_b*Hfact_6_19*Hfact_7_19	-78	A3c_79_15
1229	J_22_61	177	4	3/2	B2c_60_3*target_b*Hfact_7_19^2	-12	A3c_79_14
1230	J_0_84	337	4	-53/2	B2c_32_32*target_b*Hfact_0_26*Hfact_0_27	-360	A3c_78_20
1231	J_1_83	724	4	-26	B2c_31_32*target_b*Hfact_0_26^2	-6120	A3c_78_20
1232	J_2_82	1261	4	-39	B2c_31_31*target_b*Hfact_0_26^2	-48960	A3c_78_20
1233	J_3_81	1967	4	-52	B2c_31_30*target_b*Hfact_0_26^2	-244800	A3c_78_20
1234	J_4_80	2823	4	-65	B2c_31_29*target_b*Hfact_0_26^2	-856800	A3c_78_20
1235	J_5_79	3855	4	-78	B2c_31_28*target_b*Hfact_0_26^2	-2227680	A3c_78_20
1236	J_6_78	5062	4	-91	B2c_31_27*target_b*Hfact_0_26^2	-4455360	A3c_78_20
1237	J_7_77	6478	4	-104	B2c_31_26*target_b*Hfact_0_26^2	-7001280	A3c_78_20
1238	J_8_76	7875	4	-117	B2c_47_13*target_b*Hfact_0_26^2	-8751600	A3c_78_20
1239	J_9_75	9000	4	-217	B2c_47_13*target_b*Hfact_0_31*Hfact_1_20	-8751600	A3c_78_20
1240	J_10_74	9820	4	-100	B2c_47_13*target_b*Hfact_1_25^2	-7001280	A3c_78_20
1241	J_11_73	10322	4	-183	B2c_47_13*target_b*Hfact_1_30*Hfact_2_19	-4455360	A3c_78_20
1242	J_12_72	10505	4	-83	B2c_47_13*target_b*Hfact_2_24^2	-2227680	A3c_78_20
1243	J_13_71	10377	4	-149	B2c_47_13*target_b*Hfact_2_29*Hfact_3_18	-856800	A3c_78_20
1244	J_14_70	9758	4	-66	B2c_47_13*target_b*Hfact_3_23^2	-244800	A3c_78_20
1245	J_15_69	8588	4	-115	B2c_47_13*target_b*Hfact_3_28*Hfact_4_17	-48960	A3c_78_20
1246	J_16_68	7142	4	-49	B2c_47_13*target_b*Hfact_4_22^2	-6120	A3c_78_20
1247	J_17_67	5669	4	-81	B2c_47_13*target_b*Hfact_4_27*Hfact_5_16	-360	A3c_78_20
1248	J_18_66	4311	4	-32	B2c_47_13*target_b*Hfact_5_21^2	-294	A3c_78_19
1249	J_19_65	3103	4	-47	B2c_47_13*target_b*Hfact_5_25*Hfact_6_16	-228	A3c_78_18
1250	J_20_64	2064	4	-15	B2c_47_13*target_b*Hfact_6_20^2	-162	A3c_78_17
1251	J_21_63	1175	4	-13	B2c_47_13*target_b*Hfact_6_20*Hfact_7_19	-96	A3c_78_16
1252	J_22_62	366	4	2	B2c_47_13*target_b*Hfact_7_19^2	-30	A3c_78_15
1253	J_0_85	286	4	-27/2	B2c_32_32*target_b*Hfact_0_27^2	-378	A3c_77_21
1254	J_1_84	616	4	-53	B2c_31_32*target_b*Hfact_0_26*Hfact_0_27	-6426	A3c_77_21
1255	J_2_83	1042	4	-159/2	B2c_31_31*target_b*Hfact_0_26*Hfact_0_27	-51408	A3c_77_21
1256	J_3_82	1685	4	-106	B2c_31_30*target_b*Hfact_0_26*Hfact_0_27	-257040	A3c_77_21
1257	J_4_81	2424	4	-265/2	B2c_31_29*target_b*Hfact_0_26*Hfact_0_27	-899640	A3c_77_21
1258	J_5_80	3254	4	-159	B2c_31_28*target_b*Hfact_0_26*Hfact_0_27	-133056	A3c_97_0
1259	J_6_79	4359	4	-371/2	B2c_31_27*target_b*Hfact_0_26*Hfact_0_27	-2268000	A3c_97_0
1260	J_7_78	5609	4	-212	B2c_31_26*target_b*Hfact_0_26*Hfact_0_27	-18198432	A3c_97_0
1261	J_8_77	6772	4	-477/2	B2c_47_13*target_b*Hfact_0_26*Hfact_0_27	-91300608	A3c_97_0
1262	J_9_76	7885	4	-443/2	B2c_47_13*target_b*Hfact_0_31*Hfact_1_21	-320785920	A3c_97_0
1263	J_10_75	8641	4	-409/2	B2c_47_13*target_b*Hfact_1_25*Hfact_1_26	-837744768	A3c_97_0
1264	J_11_74	9011	4	-375/2	B2c_47_13*target_b*Hfact_1_30*Hfact_2_20	-1684126080	A3c_97_0
1265	J_12_73	9332	4	-341/2	B2c_47_13*target_b*Hfact_2_24*Hfact_2_25	-2662523136	A3c_97_0
1266	J_13_72	9266	4	-307/2	B2c_47_13*target_b*Hfact_2_29*Hfact_3_19	-3352212864	A3c_97_0
1267	J_14_71	8728	4	-273/2	B2c_47_13*target_b*Hfact_3_23*Hfact_3_24	-3385097856	A3c_97_0
1268	J_15_70	7874	4	-239/2	B2c_47_13*target_b*Hfact_3_28*Hfact_4_18	-2762556048	A3c_97_0
1269	J_16_69	6603	4	-205/2	B2c_47_13*target_b*Hfact_4_22*Hfact_4_23	-1861905024	A3c_97_0
1270	J_17_68	5216	4	-171/2	B2c_47_13*target_b*Hfact_4_27*Hfact_5_17	-1093595328	A3c_97_0
1271	J_18_67	4066	4	-137/2	B2c_47_13*target_b*Hfact_5_21*Hfact_5_22	-598743936	A3c_97_0
1272	J_19_66	2979	4	-103/2	B2c_47_13*target_b*Hfact_5_26*Hfact_6_16	-301071456	A3c_97_0
1273	J_20_65	1977	4	-69/2	B2c_47_13*target_b*Hfact_6_20*Hfact_6_21	-120710016	A3c_97_0
1274	J_21_64	1219	4	-35/2	B2c_47_13*target_b*Hfact_6_21*Hfact_7_19	-31457664	A3c_97_0
1275	J_22_63	534	4	-1/2	B2c_47_13*target_b*Hfact_7_19*Hfact_7_20	-3868704	A3c_97_0
1276	J_23_62	8	2	-945	B2c_60_3^2	59472	A3c_97_0
1277	J_0_86	237	4	-55/2	B2c_32_32*target_b*Hfact_0_27*Hfact_0_28	-396	A3c_76_22
1278	J_1_85	516	4	-27	B2c_31_32*target_b*Hfact_0_27^2	-6732	A3c_76_22
1279	J_2_84	906	4	-81/2	B2c_31_31*target_b*Hfact_0_27^2	-53856	A3c_76_22
1280	J_3_83	1418	4	-54	B2c_31_30*target_b*Hfact_0_27^2	-269280	A3c_76_22
1281	J_4_82	2051	4	-135/2	B2c_31_29*target_b*Hfact_0_27^2	-942480	A3c_76_22
1282	J_5_81	2810	4	-81	B2c_31_28*target_b*Hfact_0_27^2	-2450448	A3c_76_22
