CONDITIONAL on EXACT-N	D	m	M_tuple	V_s	u	e	branch_type_count	distinct_weight_count	distinct_weights
CONDITIONAL on EXACT-N	120	72	-12,-8,118	3	18	5	90	90	783/665,1098/931,2511/2128,6750/5719,157/133,1458/1235,5967/5054,4554/3857,405/343,232/95,976/399,93/38,2000/817,1256/513,3024/1235,884/361,4048/1653,120/49,11346/3059,25947/6992,69750/18791,4867/1311,105462/28405,61659/16606,2046/551,4185/1127,2928/589,189/38,126000/25327,8792/1767,190512/38285,55692/11191,85008/17081,1080/217,24645/3952,66250/10621,41605/6669,20034/3211,4505/722,134090/21489,3975/637,6696/893,288000/38399,20096/2679,435456/58045,127296/16967,194304/25897,17280/2303,78750/8987,5495/627,23814/2717,69615/7942,4830/551,675/77,4000/399,108016/10773,12384/1235,76024/7581,348128/34713,3440/343,15229/1349,989982/87685,578799/51262,441738/39121,39285/3479,18840/1501,244944/19513,358020/28519,546480/43529,48600/3871,494802/35815,289289/20938,662354/47937,2805/203,27216/1805,103428/6859,157872/10469,14040/931,1215279/74366,927498/56753,82485/5047,12376/703,56672/3219,4560/259,1237170/65569,110025/5831,48576/2413,125280/6223,3145/147,3240/143
CONDITIONAL on EXACT-N	120	72	-12,-4,118	3	18	5	90	90	27/23,2655/2254,6075/5152,16335/13846,190/161,4941/4186,14445/12236,1575/1334,405/343,56/23,1180/483,225/92,2420/989,1520/621,732/299,1070/437,4900/2001,120/49,27435/7406,62775/16928,168795/45494,5890/1587,51057/13754,149265/40204,113925/30682,4185/1127,3540/713,14175/2852,152460/30659,10640/2139,46116/9269,67410/13547,102900/20677,1080/217,59625/9568,160325/25714,50350/8073,48495/7774,141775/22724,324625/52026,3975/637,8100/1081,348480/46483,24320/3243,105408/14053,154080/20539,235200/31349,17280/2303,17325/1978,6650/759,57645/6578,168525/19228,128625/14674,675/77,4840/483,130720/13041,20984/2093,92020/9177,60200/6003,3440/343,18430/1633,479277/42458,1401165/124108,1069425/94714,39285/3479,22800/1817,296460/23621,433350/34523,661500/52693,48600/3871,239547/17342,700315/50692,1603525/116058,2805/203,6588/437,125190/8303,191100/12673,14040/931,2941965/180044,2245425/137402,82485/5047,14980/851,1303400/74037,4560/259,427875/22678,110025/5831,58800/2921,125280/6223,3145/147,3240/143
CONDITIONAL on EXACT-N	120	72	-12,4,118	3	18	5	90	90	351/301,2475/2107,405/344,15255/12943,355/301,4617/3913,6750/5719,10305/8729,405/343,104/43,2200/903,105/43,4520/1849,2840/1161,1368/559,2000/817,9160/3741,120/49,25575/6923,29295/7912,157635/42527,11005/2967,47709/12857,69750/18791,106485/28681,4185/1127,6600/1333,6615/1333,284760/57319,19880/3999,86184/17329,126000/25327,192360/38657,1080/217,27825/4472,149725/24037,94075/15093,45315/7267,66250/10621,303425/48633,3975/637,15120/2021,650880/86903,45440/6063,196992/26273,288000/38399,439680/58609,17280/2303,177975/20339,12425/1419,53865/6149,78750/8987,120225/13717,675/77,9040/903,5680/567,912/91,4000/399,18320/1827,3440/343,485/43,447849/39689,654750/58007,999585/88537,39285/3479,42600/3397,554040/44161,810000/64543,1236600/98513,48600/3871,223839/16211,327250/23693,1498805/108489,2805/203,648/43,234000/15523,357240/23693,14040/931,1374750/84151,2098785/128441,82485/5047,28000/1591,2436560/138417,4560/259,2799525/148393,110025/5831,109920/5461,125280/6223,3145/147,3240/143
CONDITIONAL on EXACT-N	120	72	-12,8,118	3	18	5	90	90	675/581,4770/4067,10935/9296,29430/24983,685/581,8910/7553,26055/22078,19890/16849,405/343,200/83,4240/1743,405/166,8720/3569,5480/2241,2640/1079,3860/1577,17680/7221,120/49,49290/13363,112995/30544,304110/82087,21235/5727,92070/24817,269235/72542,205530/55361,4185/1127,12720/2573,25515/5146,549360/110639,38360/7719,166320/33449,243180/48887,371280/74617,1080/217,107325/17264,288850/46397,181525/29133,87450/14027,255725/41002,45050/7221,3975/637,29160/3901,1255680/167743,87680/11703,380160/50713,555840/74119,848640/113129,17280/2303,343350/39259,23975/2739,9450/1079,303975/34694,232050/26477,675/77,17440/1743,471280/47061,75680/7553,331960/33117,1520480/151641,3440/343,66445/5893,864270/76609,2527335/223934,1929330/170897,39285/3479,82200/6557,1069200/85241,1563300/124583,2386800/190153,48600/3871,431970/31291,1263185/91466,2892890/209409,2805/203,23760/1577,451620/29963,689520/45733,14040/931,5306535/324862,4050930/247921,82485/5047,54040/3071,4702880/267177,4560/259,317850/16849,110025/5831,212160/10541,125280/6223,3145/147,3240/143
CONDITIONAL on EXACT-N	120	72	-12,16,118	3	18	5	90	90	621/539,90/77,10125/8624,27270/23177,635/539,8262/7007,24165/20482,18450/15631,405/343,184/77,80/33,375/154,8080/3311,5080/2079,2448/1001,3580/1463,16400/6699,120/49,930/253,104625/28336,281790/76153,19685/5313,85374/23023,249705/67298,190650/51359,4185/1127,1680/341,3375/682,72720/14663,5080/1023,22032/4433,32220/6479,49200/9889,1080/217,99375/16016,267650/43043,168275/27027,81090/13013,237175/38038,543250/87087,3975/637,27000/3619,1163520/155617,81280/10857,352512/47047,515520/68761,787200/104951,17280/2303,45450/5203,3175/363,13770/1573,40275/4598,30750/3509,675/77,16160/1617,436880/43659,70176/7007,307880/30723,1410400/140679,3440/343,61595/5467,801414/71071,2344005/207746,1789650/158543,39285/3479,76200/6083,991440/79079,1449900/115577,2214000/176407,48600/3871,5202/377,15215/1102,34850/2523,2805/203,22032/1463,418860/27797,639600/42427,14040/931,4921605/301378,3757650/229999,82485/5047,7160/407,623200/35409,4560/259,5012250/265727,110025/5831,196800/9779,125280/6223,3145/147,3240/143
CONDITIONAL on EXACT-N	120	72	-12,20,118	3	18	5	90	90	297/259,2115/1813,1215/1036,13095/11137,305/259,567/481,5805/4921,8865/7511,405/343,88/37,1880/777,90/37,3880/1591,2440/999,1176/481,1720/703,7880/3219,120/49,21855/5957,12555/3404,135315/36593,9455/2553,41013/11063,59985/16169,91605/24679,4185/1127,5640/1147,5670/1147,244440/49321,17080/3441,74088/14911,108360/21793,165480/33263,1080/217,11925/1924,128525/20683,80825/12987,38955/6253,56975/9139,261025/41847,3975/637,12960/1739,558720/74777,39040/5217,169344/22607,247680/33041,378240/50431,17280/2303,152775/17501,10675/1221,46305/5291,67725/7733,103425/11803,675/77,7760/777,209840/20979,4816/481,147920/14763,677680/67599,3440/343,29585/2627,384993/34151,563085/49913,859905/76183,39285/3479,36600/2923,476280/37999,696600/55537,1063800/84767,48600/3871,192423/13949,281435/20387,1289365/93351,2805/203,10584/703,201240/13357,307320/20387,14040/931,1182285/72409,1805505/110519,82485/5047,24080/1369,2096080/119103,4560/259,2408325/127687,110025/5831,94560/4699,125280/6223,3145/147,3240/143
CONDITIONAL on EXACT-N	120	72	-12,28,118	3	18	5	90	90	135/119,1935/1666,4455/3808,12015/10234,20/17,3645/3094,10665/9044,8145/6902,405/343,40/17,860/357,165/68,1780/731,1120/459,540/221,790/323,3620/1479,120/49,19995/5474,46035/12512,124155/33626,4340/1173,37665/10166,110205/29716,84165/22678,4185/1127,2580/527,10395/2108,112140/22661,7840/1581,34020/6851,49770/10013,76020/15283,1080/217,43725/7072,117925/19006,37100/5967,35775/5746,104675/16796,239825/38454,3975/637,5940/799,256320/34357,17920/2397,77760/10387,113760/15181,173760/23171,17280/2303,140175/16082,4900/561,42525/4862,124425/14212,95025/10846,675/77,3560/357,13760/1377,15480/1547,67940/6783,311320/31059,3440/343,13580/1207,353565/31382,1034505/91732,790065/70006,39285/3479,16800/1343,218700/17459,4050/323,488700/38947,48600/3871,10395/754,30415/2204,69685/5046,2805/203,4860/323,92430/6137,141180/9367,14040/931,2172105/133076,1658865/101558,82485/5047,11060/629,962920/54723,4560/259,2212725/117334,110025/5831,43440/2159,125280/6223,3145/147,3240/143
CONDITIONAL on EXACT-N	120	72	-12,32,118	3	18	5	90	90	513/455,738/637,243/208,4590/3913,107/91,6966/5915,4077/3458,3114/2639,405/343,152/65,656/273,63/26,1360/559,856/351,2064/845,604/247,2768/1131,120/49,7626/2093,17577/4784,47430/12857,3317/897,71982/19435,42129/11362,32178/8671,4185/1127,1968/403,3969/806,85680/17329,5992/1209,130032/26195,38052/7657,58128/11687,1080/217,16695/2704,45050/7267,28355/4563,13674/2197,40015/6422,91690/14703,3975/637,4536/611,195840/26273,13696/1833,297216/39715,86976/11609,132864/17719,17280/2303,53550/6149,3745/429,16254/1859,47565/5434,36330/4147,675/77,2720/273,73616/7371,59168/5915,51944/5187,238048/23751,3440/343,10379/923,675702/59995,395469/35074,302058/26767,39285/3479,12840/1027,167184/13351,244620/19513,373680/29783,48600/3871,337722/24505,197659/14326,452914/32799,2805/203,18576/1235,5436/361,8304/551,14040/931,63873/3914,48786/2987,82485/5047,8456/481,736288/41847,4560/259,845970/44863,110025/5831,33216/1651,125280/6223,3145/147,3240/143
CONDITIONAL on EXACT-N	120	72	-12,40,118	3	18	5	90	90	459/413,3330/2891,7695/6608,2970/2537,485/413,486/413,18495/15694,14130/11977,405/343,136/59,2960/1239,285/118,6160/2537,3880/1593,144/59,2740/1121,12560/5133,120/49,34410/9499,79515/21712,214830/58351,15035/4071,5022/1357,191115/51566,146010/39353,4185/1127,8880/1829,17955/3658,388080/78647,27160/5487,9072/1829,172620/34751,263760/53041,1080/217,75525/12272,204050/32981,128525/20709,4770/767,181525/29146,416050/66729,3975/637,20520/2773,887040/119239,62080/8319,20736/2773,394560/52687,602880/80417,17280/2303,22050/2537,16975/1947,5670/649,215775/24662,164850/18821,675/77,1760/177,333680/33453,4128/413,235640/23541,1080160/107793,3440/343,47045/4189,47142/4189,1794015/159182,1370610/121481,39285/3479,58200/4661,58320/4661,1109700/88559,1695600/135169,48600/3871,23562/1711,896665/65018,2055130/148857,2805/203,16848/1121,320580/21299,489840/32509,14040/931,3766815/230926,2877810/176233,82485/5047,38360/2183,3340960/189921,4560/259,3838650/203609,110025/5831,150720/7493,125280/6223,3145/147,3240/143
CONDITIONAL on EXACT-N	120	72	-12,44,118	3	18	5	90	90	54/49,225/196,3645/3136,9855/8428,115/98,2997/2548,8775/7448,6705/5684,405/343,16/7,50/21,135/56,730/301,460/189,222/91,325/133,1490/609,120/49,2325/644,37665/10304,101835/27692,155/42,30969/8372,90675/24472,69285/18676,4185/1127,150/31,1215/248,6570/1333,460/93,1998/403,2925/589,4470/899,1080/217,35775/5824,96725/15652,30475/4914,29415/4732,6625/1064,197425/31668,3975/637,2430/329,105120/14147,7360/987,31968/4277,46800/6251,71520/9541,17280/2303,16425/1892,575/66,4995/572,14625/1672,11175/1276,675/77,1460/147,39560/3969,6364/637,27950/2793,128140/12789,3440/343,11155/994,290709/25844,851175/75544,650385/57652,39285/3479,6900/553,89910/7189,131625/10507,201150/16037,48600/3871,20757/1508,60775/4408,139315/10092,2805/203,1998/133,38025/2527,58110/3857,14040/931,1787175/109592,1365585/83636,82485/5047,650/37,56620/3219,4560/259,1821525/96628,110025/5831,17880/889,125280/6223,3145/147,3240/143
CONDITIONAL on EXACT-N	120	72	-12,52,118	3	18	5	90	90	27/25,279/245,81/70,351/301,41/35,2673/2275,783/665,171/145,405/343,56/25,248/105,12/5,104/43,328/135,792/325,232/95,1064/435,120/49,2883/805,837/230,3627/989,1271/345,27621/7475,8091/2185,12369/3335,4185/1127,24/5,756/155,6552/1333,2296/465,49896/10075,14616/2945,22344/4495,1080/217,159/26,265/43,2173/351,5247/845,1537/247,7049/1131,3975/637,1728/235,14976/2021,5248/705,114048/15275,33408/4465,51072/6815,17280/2303,4095/473,287/33,567/65,1827/209,2793/319,675/77,208/21,28208/2835,22704/2275,19952/1995,13072/1305,3440/343,3977/355,259281/23075,75951/6745,116109/10295,39285/3479,984/79,64152/5135,18792/1501,28728/2291,48600/3871,129591/9425,1309/95,174097/12615,2805/203,7128/475,27144/1805,2184/145,14040/931,159471/9785,243789/14935,82485/5047,3248/185,283024/16095,4560/259,9291/493,110025/5831,12768/635,125280/6223,3145/147,3240/143
CONDITIONAL on EXACT-N	120	72	-12,56,118	3	18	5	90	90	351/329,2610/2303,6075/5264,16470/14147,55/47,5022/4277,14715/12502,11250/9541,405/343,104/47,2320/987,225/94,4880/2021,3080/1269,1488/611,2180/893,10000/4089,120/49,26970/7567,62775/17296,170190/46483,11935/3243,51894/14053,152055/41078,116250/31349,4185/1127,6960/1457,14175/2914,307440/62651,21560/4371,3024/611,137340/27683,210000/42253,1080/217,59625/9776,161650/26273,102025/16497,49290/7943,144425/23218,331250/53157,3975/637,16200/2209,702720/94987,49280/6627,214272/28717,313920/41971,480000/64061,17280/2303,192150/22231,1225/141,58590/6721,171675/19646,131250/14993,675/77,9760/987,37840/3807,42656/4277,187480/18753,860000/85869,3440/343,37345/3337,487134/43381,1427355/126806,1091250/96773,39285/3479,46200/3713,602640/48269,882900/70547,1350000/107677,48600/3871,243474/17719,713405/51794,1636250/118581,2805/203,13392/893,255060/16967,390000/25897,14040/931,63765/3914,48750/2987,82485/5047,30520/1739,2660000/151293,4560/259,3056250/162197,110025/5831,120000/5969,125280/6223,3145/147,3240/143
CONDITIONAL on EXACT-N	120	72	-12,64,118	3	18	5	90	90	297/287,2250/2009,5265/4592,14310/12341,335/287,4374/3731,675/574,9810/8323,405/343,88/41,2000/861,195/82,4240/1763,2680/1107,1296/533,100/41,8720/3567,120/49,23250/6601,54405/15088,147870/40549,10385/2829,45198/12259,6975/1886,101370/27347,4185/1127,6000/1271,12285/2542,267120/54653,18760/3813,81648/16523,6300/1271,183120/36859,1080/217,3975/656,140450/22919,88775/14391,42930/6929,6625/1066,288850/46371,3975/637,14040/1927,610560/82861,42880/5781,186624/25051,14400/1927,418560/55883,17280/2303,166950/19393,11725/1353,51030/5863,7875/902,114450/13079,675/77,8480/861,230480/23247,37152/3731,8600/861,749920/74907,3440/343,32495/2911,424278/37843,65475/5822,951570/84419,39285/3479,40200/3239,524880/42107,40500/3239,1177200/93931,48600/3871,212058/15457,32725/2378,1426810/103443,2805/203,11664/779,11700/779,340080/22591,14040/931,137475/8446,1997970/122467,82485/5047,26600/1517,2319520/131979,4560/259,2665050/141491,110025/5831,104640/5207,125280/6223,3145/147,3240/143
CONDITIONAL on EXACT-N	120	72	-12,68,118	3	18	5	90	90	135/133,1035/931,1215/1064,945/817,155/133,2025/1729,2970/2527,4545/3857,405/343,40/19,920/399,45/19,1960/817,1240/513,600/247,880/361,4040/1653,120/49,465/133,12555/3496,68355/18791,4805/1311,20925/5681,30690/8303,46965/12673,4185/1127,2760/589,2835/589,123480/25327,280/57,37800/7657,55440/11191,84840/17081,1080/217,11925/1976,64925/10621,41075/6669,19875/3211,29150/4693,133825/21489,3975/637,6480/893,282240/38399,19840/2679,86400/11609,126720/16967,193920/25897,17280/2303,77175/8987,5425/627,23625/2717,3150/361,53025/6061,675/77,560/57,106640/10773,17200/1729,75680/7581,347440/34713,3440/343,15035/1349,196425/17537,288090/25631,440865/39121,39285/3479,18600/1501,243000/19513,356400/28519,545400/43529,48600/3871,98175/7163,143990/10469,661045/47937,2805/203,5400/361,102960/6859,157560/10469,14040/931,604890/37183,925665/56753,82485/5047,12320/703,56560/3219,4560/259,1234725/65569,110025/5831,48480/2413,125280/6223,3145/147,3240/143
CONDITIONAL on EXACT-N	120	72	-12,76,118	3	18	5	90	90	27/28,855/784,2025/1792,5535/4816,65/56,243/208,4995/4256,3825/3248,405/343,2,95/42,75/32,205/86,65/27,63/26,185/76,425/174,120/49,8835/2576,20925/5888,57195/15824,2015/552,17577/4784,51615/13984,39525/10672,4185/1127,285/62,4725/992,12915/2666,455/93,3969/806,11655/2356,8925/1798,1080/217,19875/3328,54325/8944,1325/216,16695/2704,49025/7904,112625/18096,3975/637,675/94,14760/2021,1040/141,4536/611,6660/893,10200/1363,17280/2303,64575/7568,2275/264,19845/2288,58275/6688,44625/5104,675/77,205/21,5590/567,129/13,7955/798,18275/1827,3440/343,6305/568,164997/14768,484515/43168,371025/32944,39285/3479,975/79,25515/2054,74925/6004,57375/4582,48600/3871,82467/6032,242165/17632,556325/40368,2805/203,567/38,21645/1444,16575/1102,14040/931,1017315/62624,779025/47792,82485/5047,35/2,56525/3219,4560/259,61125/3248,110025/5831,2550/127,125280/6223,3145/147,3240/143
CONDITIONAL on EXACT-N	120	72	-12,80,118	3	18	5	90	90	27/29,1530/1421,3645/3248,9990/8729,235/203,3078/2639,9045/7714,990/841,405/343,56/29,1360/609,135/58,2960/1247,1880/783,912/377,1340/551,6160/2523,120/49,15810/4669,37665/10672,103230/28681,7285/2001,31806/8671,93465/25346,71610/19343,4185/1127,4080/899,8505/1798,186480/38657,13160/2697,57456/11687,84420/17081,129360/26071,1080/217,35775/6032,98050/16211,62275/10179,30210/4901,88775/14326,204050/32799,3975/637,9720/1363,426240/58609,640/87,131328/17719,192960/25897,295680/39527,17280/2303,116550/13717,8225/957,35910/4147,105525/12122,7350/841,675/77,5920/609,161680/16443,26144/2639,115240/11571,75680/7569,3440/343,22795/2059,298566/26767,877365/78242,672210/59711,39285/3479,28200/2291,369360/29783,542700/43529,831600/66439,48600/3871,149226/10933,438515/31958,1007930/73167,2805/203,432/29,156780/10469,240240/15979,14040/931,1842165/113506,1411410/86623,82485/5047,18760/1073,1638560/93351,4560/259,268950/14297,110025/5831,73920/3683,125280/6223,3145/147,3240/143
CONDITIONAL on EXACT-N	120	72	-12,88,118	3	18	5	90	90	135/161,1170/1127,405/368,7830/6923,185/161,2430/2093,7155/6118,5490/4669,405/343,40/23,1040/483,105/46,2320/989,1480/621,720/299,1060/437,4880/2001,120/49,12090/3703,29295/8464,80910/22747,5735/1587,25110/6877,73935/20102,56730/15341,4185/1127,3120/713,6615/1426,146160/30659,10360/2139,45360/9269,66780/13547,102480/20677,1080/217,27825/4784,76850/12857,49025/8073,23850/3887,70225/11362,161650/26013,3975/637,7560/1081,334080/46483,23680/3243,103680/14053,152640/20539,234240/31349,17280/2303,91350/10879,6475/759,28350/3289,83475/9614,64050/7337,675/77,4640/483,127280/13041,20640/2093,91160/9177,419680/42021,3440/343,17945/1633,235710/21229,694035/62054,532530/47357,39285/3479,22200/1817,291600/23621,429300/34523,658800/52693,48600/3871,117810/8671,346885/25346,798490/58029,2805/203,6480/437,124020/8303,190320/12673,14040/931,1457235/90022,1118130/68701,82485/5047,14840/851,1298080/74037,4560/259,1491450/79373,110025/5831,58560/2921,125280/6223,3145/147,3240/143
CONDITIONAL on EXACT-N	120	72	-12,92,118	3	18	5	90	90	27/35,99/98,243/224,675/602,8/7,81/70,621/532,477/406,405/343,8/5,44/21,9/4,100/43,64/27,12/5,46/19,212/87,120/49,1023/322,2511/736,6975/1978,248/69,837/230,279/76,4929/1334,4185/1127,132/31,567/124,6300/1333,448/93,756/155,2898/589,4452/899,1080/217,2385/416,6625/1118,2120/351,159/26,6095/988,14045/2262,3975/637,324/47,14400/2021,1024/141,1728/235,6624/893,10176/1363,17280/2303,7875/946,280/33,189/22,7245/836,5565/638,675/77,200/21,5504/567,344/35,3956/399,18232/1827,3440/343,776/71,7857/710,60237/5396,46269/4118,39285/3479,960/79,972/79,18630/1501,28620/2291,48600/3871,3927/290,30107/2204,69377/5046,2805/203,1404/95,5382/361,8268/551,14040/931,126477/7828,97149/5974,82485/5047,644/37,56392/3219,4560/259,129585/6902,110025/5831,2544/127,125280/6223,3145/147,3240/143
CONDITIONAL on EXACT-N	120	72	-12,100,118	3	18	5	90	90	27/49,45/49,405/392,2295/2107,55/49,8/7,729/637,1080/931,1665/1421,405/343,40/21,15/7,680/301,440/189,216/91,320/133,1480/609,120/49,465/161,4185/1288,23715/6923,1705/483,7533/2093,11160/3059,17205/4669,4185/1127,120/31,135/31,6120/1333,440/93,1944/403,2880/589,4440/899,1080/217,3975/728,22525/3913,14575/2457,7155/1183,10600/1729,49025/7917,3975/637,2160/329,97920/14147,7040/987,31104/4277,46080/6251,71040/9541,17280/2303,3825/473,25/3,1215/143,1800/209,2775/319,675/77,1360/147,37840/3969,6192/637,27520/2793,127280/12789,3440/343,5335/497,70713/6461,104760/9443,161505/14413,39285/3479,6600/553,87480/7189,129600/10507,199800/16037,48600/3871,5049/377,7480/551,34595/2523,2805/203,1944/133,37440/2527,57720/3857,14040/931,219960/13699,339105/20909,82485/5047,640/37,1520/87,4560/259,452325/24157,110025/5831,17760/889,125280/6223,3145/147,3240/143
CONDITIONAL on EXACT-N	120	72	-12,104,118	3	18	5	90	90	27/77,8/11,450/539,1215/1232,3510/3311,85/77,162/143,3375/2926,90/77,405/343,400/231,45/22,1040/473,680/297,336/143,500/209,80/33,120/49,4650/1771,12555/4048,36270/10879,2635/759,1200/341,11718/3289,34875/9614,930/253,4185/1127,2835/682,65520/14663,4760/1023,21168/4433,31500/6479,1680/341,1080/217,11925/2288,2650/473,22525/3861,11130/1859,33125/5434,2650/429,3975/637,3240/517,149760/22231,10880/1551,48384/6721,72000/9823,3840/517,17280/2303,40950/5203,2975/363,13230/1573,39375/4598,1050/121,675/77,2080/231,58480/6237,1376/143,43000/4389,6880/693,3440/343,8245/781,109998/10153,327375/29678,8730/781,39285/3479,10200/869,136080/11297,202500/16511,10800/869,48600/3871,4998/377,14875/1102,1190/87,2805/203,3024/209,58500/3971,3120/209,14040/931,687375/43054,18330/1133,82485/5047,7000/407,21280/1221,4560/259,24450/1309,110025/5831,27840/1397,125280/6223,3145/147,3240/143
